Lng,lat,Zona,Salida,Duracion,Categoria,Entrada
-58.485591412046006,-37.15285886639432,Centro,1590371220117,157401,6,1590371062716
-58.488354668527506,-37.153833444644015,Centro,1590426712,309,6,1590426403
-58.48454339003768,-37.15369947119347,Centro,1590434907,398,6,1590434509
-58.48745568617632,-37.15289973465742,Centro,1590432015,-1588840337034,6,1590430769049
-58.48934158345912,-37.156252896471216,Centro,1590510947867,1588920437224,6,1590510643
-58.4855973769218,-37.154226422665,Centro,1590248686254,147778,6,1590248538476
-58.487361223317365,-37.152786522163694,Centro,1590248750313,1588658501878,6,1590248435
-58.478686967439444,-37.15217480498977,Centro,1590249945164,1588659695754,6,1590249410
-58.48616680147,-37.15272852891744,Centro,1590500401399,476095,6,1590499925304
-58.484603003079265,-37.153633356973735,Centro,1590499565966,281328,6,1590499284638
-58.48410779193543,-37.155545894796596,Centro,1590421075,-1588790148600,6,1590380569675
-58.48460984977942,-37.15344246735931,Centro,1590500728088,223494,6,1590500504594
-58.487734734505814,-37.153369880062016,Centro,1590501416817,617535,6,1590500799282
-58.484105410836236,-37.155533024916544,Centro,1590671543,-1588845429667,6,1590436101210
-58.48917965972121,-37.154274312180455,Centro,1590255190603,5144766,6,1590250045837
-58.48741477739055,-37.15283344265255,Centro,1590502214526,162138,6,1590502052388
-58.48917388480582,-37.15408902276699,Centro,1590325210,103,6,1590325107
-58.48921915282095,-37.15433464309122,Centro,1590318625,296,6,1590318329
-58.48813905392766,-37.14992594420202,Centro,1590380351064,1887907,6,1590378463157
-58.48565857456909,-37.154089060913265,Centro,1590514485724,263221,6,1590514222503
-58.48742439866173,-37.15283164033129,Centro,1590516681970,1615491,6,1590515066479
-58.48682668940509,-37.15400352656634,Centro,1590516569653,733635,6,1590515836018
-58.4866981388256,-37.15394409241986,Centro,1590517136008,105748,6,1590517030260
-58.48761893353043,-37.15291072067426,Centro,1590520897308,273565,6,1590520623743
-58.489369377677164,-37.15438482858268,Centro,1590521985,127,6,1590521858
-58.48843362930552,-37.14982272481084,Centro,1590528661068,9299884,6,1590519361184
-58.48926373346072,-37.15424379071887,Centro,1590530336002,1588939805823,6,1590530179
-58.48715449603729,-37.15303563079918,Centro,1590577812205,48436555,6,1590529375650
-58.48918110194055,-37.154291360661354,Centro,1590569322102,264924,6,1590569057178
-58.48921833666666,-37.15425310083332,Centro,1590577432,150,6,1590577282
-58.48483555578752,-37.15391914245606,Centro,1590595298272,17954073,6,1590577344199
-58.48460743618096,-37.15345714526477,Centro,1590585068448,893485,6,1590584174963
-58.48774217166074,-37.151315278771925,Centro,1590588138031,632868,6,1590587505163
-58.48843370112175,-37.14981749788681,Centro,1590589267573,6775498,6,1590582492075
-58.48453950406801,-37.153758863546095,Centro,1590588118014,324580,6,1590587793434
-58.487092168186145,-37.153026129340944,Centro,1590590831047,1048963,6,1590589782084
-58.48923687283718,-37.15421026923712,Centro,1590596118160,722102,6,1590595396058
-58.48677674686199,-37.152241794487665,Centro,1590591883883,105019,6,1590591778864
-58.48708717190884,-37.15302720580019,Centro,1590600118416,2619987,6,1590597498429
-58.48904174602171,-37.154269222836575,Centro,1590599937543,1589009337750,6,1590599793
-58.48827061654136,-37.149706012255635,Centro,1590601102,133,6,1590600969
-58.4892867488344,-37.15420187434184,Centro,1590600272870,326097,6,1590599946773
-58.485466172718816,-37.15294381587694,Centro,1590602662203,1589012059675,6,1590602528
-58.48570321034746,-37.15286292583138,Centro,1590603003158,350622,6,1590602652536
-58.48535295406271,-37.153802965966044,Centro,1590603642808,1589013039613,6,1590603195
-58.48921453499453,-37.154207529717034,Centro,1590603697125,234088,6,1590603463037
-58.48767405923613,-37.15299810968774,Centro,1590604302879,716336,6,1590603586543
-58.4859769015347,-37.15266499790861,Centro,1590605128957,577854,6,1590604551103
-58.48422099557474,-37.15556435617125,Centro,1590676873953,1589086269786,6,1590604167
-58.48774828513033,-37.15129875299638,Centro,1590609234940,1589018626049,6,1590608891
-58.485749970641045,-37.152839069968,Centro,1590612397958,1589021785711,6,1590612247
-58.48481324076305,-37.153961883867254,Centro,1590609931546,1589019322266,6,1590609280
-58.48843936970075,-37.14982632782354,Centro,1590629221209,13666208,6,1590615555001
-58.487114653426865,-37.153032975306054,Centro,1590664428774,52563149,6,1590611865625
-58.487497482148676,-37.15290946243524,Centro,1590665189656,494767,6,1590664694889
-58.48811064058957,-37.14963675736962,Centro,1590665547,147,6,1590665400
-58.48771779551679,-37.151299169826,Centro,1590666458045,294992,6,1590666163053
-58.48483571972255,-37.15392054770468,Centro,1590681617853,17742632,6,1590663875221
-58.486153401352944,-37.15271870786362,Centro,1590668297809,409404,6,1590667888405
-58.48762317785309,-37.153404420228384,Centro,1590668168719,1589077500882,6,1590667837
-58.48682024913406,-37.15401471975174,Centro,1590670714992,510388,6,1590670204604
-58.48743386908409,-37.15275948124364,Centro,1590671539893,271153,6,1590671268740
-58.48842890592764,-37.14982182962433,Centro,1590676147979,7231442,6,1590668916537
-58.48326847776931,-37.14915586461969,Centro,1590671834753,1312225,6,1590670522528
-58.487617441333335,-37.1512516868,Centro,1590676731,150,6,1590676581
-58.48919843545845,-37.154150559365256,Centro,1590675599,284,6,1590675315
-58.487135512816934,-37.15330597840685,Centro,1590676504089,376928,6,1590676127161
-58.486957959326,-37.15380551751719,Centro,1590677405,727,6,1590676678
-58.48936601559022,-37.15615167984149,Centro,1590677605400,2264183,6,1590675341217
-58.489086770153264,-37.154287696647074,Centro,1590678508456,2497034,6,1590676011422
-58.48474378853236,-37.153534958252024,Centro,1590678682403,386487,6,1590678295916
-58.48536811740586,-37.15432279110195,Centro,1590684977476,378628,6,1590684598848
-58.487361917132695,-37.15295934916655,Centro,1590682107294,136902,6,1590681970392
-58.487107306497755,-37.15332128298881,Centro,1590683783748,1653233,6,1590682130515
-58.48599038932889,-37.15272455430708,Centro,1590684138475,124214,6,1590684014261
-58.48684584103919,-37.15024418581063,Centro,1590692076,6683,6,1590685393
-58.48925544306912,-37.154208100981364,Centro,1590686211510,1589095525810,6,1590685700
-58.48822517236432,-37.149683454309546,Centro,1590687933640,2093603,6,1590685840037
-58.48706613465723,-37.15301014892542,Centro,1590686207907,3247129,6,1590682960778
-58.48802844312867,-37.15350780893144,Centro,1590687442211,892989,6,1590686549222
-58.48415254524018,-37.15550225299991,Centro,1590759728122,74676247,6,1590685051875
-58.48684299047593,-37.154008739759654,Centro,1590694056210,512580,6,1590693543630
-58.48574728708314,-37.15320473741929,Centro,1590692972,-1589101777466,6,1590692470438
-58.48565668326805,-37.15281759498283,Centro,1590691186,615,6,1590690571
-58.48855749458226,-37.153755868535605,Centro,1590691413111,1589100721934,6,1590691177
-58.487406100644435,-37.152851074086236,Centro,1590692446381,1589101754144,6,1590692237
-58.48755478496283,-37.152880282994914,Centro,1590692659579,1589101967691,6,1590691888
-58.48751882965681,-37.15291260850536,Centro,1590696527680,3819809,6,1590692707871
-58.48710782323096,-37.153023083683124,Centro,1590750997338,1589160299756,6,1590697582
-58.48843251803443,-37.14981645761819,Centro,1590712981207,11125037,6,1590701856170
-58.484835896561954,-37.153918036612254,Centro,1590758380996,8012449,6,1590750368547
-58.487604371680106,-37.15291847388954,Centro,1590752769,-1589161689134,6,1590752441903
-58.48925863270411,-37.156498854475714,Centro,1590757212500,141639,6,1590757070861
-58.48771368137837,-37.15121755661224,Centro,1590759309181,598291,6,1590758710890
-58.488434510300955,-37.14981872916558,Centro,1590757420180,2669134,6,1590754751046
-58.48830304445344,-37.14989644166565,Centro,1590760223861,329240,6,1590759894621
-58.488438045797885,-37.14981510603451,Centro,1590762912568,4473636,6,1590758438932
-58.48484652253942,-37.15391775387853,Centro,1590760490447,797028,6,1590759693419
-58.48573657074626,-37.15301738394489,Centro,1590761102485,522846,6,1590760579639
-58.48754605621556,-37.152879812713934,Centro,1590761502238,1912414,6,1590759589824
-58.48410686395341,-37.155537081645086,Centro,1590761895828,1208729,6,1590760687099
-58.48781211588713,-37.153240994751584,Centro,1590761598804,247370,6,1590761351434
-58.487755574196335,-37.15328496216801,Centro,1590763581,800,6,1590762781
-58.4878494379748,-37.153299904486076,Centro,1590764189162,1290425,6,1590762898737
-58.4874759061086,-37.15301653190384,Centro,1590761166471,429149,6,1590760737322
-58.48579109934379,-37.15404306256994,Centro,1590766566154,527505,6,1590766038649
-58.48669589992393,-37.1520824271356,Centro,1590764610064,123572,6,1590764486492
-58.487453669725426,-37.152998619952946,Centro,1590764746556,1245223,6,1590763501333
-58.47873390131579,-37.152038346555784,Centro,1590765127265,290588,6,1590764836677
-58.48776856503392,-37.15131803405592,Centro,1590762667,1321,6,1590761346
-58.48909550138177,-37.15425749048019,Centro,1590763478135,1589172715637,6,1590762498
-58.484801564482225,-37.15441164814,Centro,1590763468641,367092,6,1590763101549
-58.48543809883998,-37.15293185857852,Centro,1590765258097,328011,6,1590764930086
-58.48613873833948,-37.152726181842645,Centro,1590766572335,322803,6,1590766249532
-58.48452239762355,-37.15369205835341,Centro,1590767375912,286015,6,1590767089897
-58.48570253100995,-37.1541149864241,Centro,1590767075439,121561,6,1590766953878
-58.484832013984345,-37.15393529905104,Centro,1590768161601,2835096,6,1590765326505
-58.48673672648313,-37.15216931434021,Centro,1590764785,-1589165292344,6,1590756057129
-58.48410773603734,-37.15559570716293,Centro,1590781386595,17365486,6,1590764021109
-58.48725883989225,-37.15298443507383,Centro,1590768186739,1589177418699,6,1590768040
-58.48711392131564,-37.15303007608433,Centro,1590775072285,2132496,6,1590772939789
-58.48823173198062,-37.14967999384306,Centro,1590773997093,312777,6,1590773684316
-58.48630677277361,-37.15006724825987,Centro,1590773604442,261533,6,1590773342909
-58.48615813406755,-37.152726950321345,Centro,1590777636871,596572,6,1590777040299
-58.48231480356862,-37.15174547649796,Centro,1590778415525,186271,6,1590778229254
-58.487498247331736,-37.152887177639656,Centro,1590778672064,1589187893999,6,1590778065
-58.489312168231365,-37.15421349528183,Centro,1590780114876,405518,6,1590779709358
-58.488131877850364,-37.14977359863704,Centro,1590780610994,251054,6,1590780359940
-58.48849497546137,-37.15388351535057,Centro,1590781553731,413063,6,1590781140668
-58.487119268429964,-37.15306119638231,Centro,1590785194243,777249,6,1590784416994
-58.48844301441347,-37.149829137316274,Centro,1590801474374,14165646,6,1590787308728
-58.48724799789888,-37.153046104479195,Centro,1590837601589,35226866,6,1590802374723
-58.489195155633915,-37.15423102947149,Centro,1590837619781,138332,6,1590837481449
-58.48749968661476,-37.15291819749102,Centro,1590837336192,1589246499622,6,1590836570
-58.484420717217446,-37.15367724141651,Centro,1590838470473,133751,6,1590838336722
-58.487580033054755,-37.15289474734879,Centro,1590839033113,336413,6,1590838696700
-58.48923236922909,-37.15416761262604,Centro,1590842273807,1589251431880,6,1590841927
-58.48449579477096,-37.153684860130014,Centro,1590844845022,1589254000344,6,1590844678
-58.48560973881475,-37.154210376867155,Centro,1590845285,-1589253680915,6,1590844526200
-58.48416941454484,-37.15557242219292,Centro,1590818311702,2111156,6,1590816200546
-58.48941041760294,-37.151607276971305,Centro,1590843656,-1589252439593,6,1590843283249
-58.48949617142429,-37.156456102171205,Centro,1590843449453,1589252606294,6,1590843159
-58.4866054214319,-37.152113126874696,Centro,1590846933404,271466,6,1590846661938
-58.48492408295023,-37.15364597557466,Centro,1590782232717,202425,6,1590782030292
-58.48410909742965,-37.15551702798606,Centro,1590796118665,12480222,6,1590783638443
-58.48411805178979,-37.15553912174023,Centro,1590803544786,4440167,6,1590799104619
-58.48411341659317,-37.15552957580827,Centro,1590812539718,8130805,6,1590804408913
-58.484138374301935,-37.155499249156,Centro,1590814961975,634538,6,1590814327437
-58.48832582595848,-37.149910754901015,Centro,1590815980033,130728,6,1590815849305
-58.489339337551414,-37.156497516061194,Centro,1590849037,2017,6,1590847020
-58.484954980571686,-37.15946225708812,Centro,1590849498736,1589258649564,6,1590849172
-58.48843026798387,-37.1498209479223,Centro,1590858901196,10236446,6,1590848664750
-58.48913693552231,-37.154251678069464,Centro,1590850024213,971996,6,1590849052217
-58.48708740460276,-37.15300384299505,Centro,1590850486322,1659048,6,1590848827274
-58.48416347141786,-37.15555952733965,Centro,1590850276566,2048647,6,1590848227919
-58.48825361582035,-37.14988943150868,Centro,1590850687892,127257,6,1590850560635
-58.487655465399,-37.15114155352375,Centro,1590851064357,446883,6,1590850617474
-58.486610515023315,-37.152322391161,Centro,1590852047398,157382,6,1590851890016
-58.48822588830719,-37.14969119150598,Centro,1590853544302,1589262691455,6,1590852847
-58.48481063273666,-37.154591082284405,Centro,1590852637238,789488,6,1590851847750
-58.48603002353959,-37.15336752773994,Centro,1590851051228,1559678,6,1590849491550
-58.488238304001555,-37.149675892838026,Centro,1590850538540,1589259688637,6,1590849903
-58.488228815586965,-37.157338657496936,Centro,1590850713392,128986,6,1590850584406
-58.48741910427897,-37.15389791158929,Centro,1590851301657,490835,6,1590850810822
-58.4874658628222,-37.15293399751803,Centro,1590853909163,226092,6,1590853683071
-58.48576796702779,-37.15322333862928,Centro,1590853417102,126320,6,1590853290782
-58.484159187255074,-37.15511199950078,Centro,1590856441594,2982369,6,1590853459225
-58.48942530342018,-37.15647298148987,Centro,1590937262538,1589346407556,6,1590854982
-58.487811821202584,-37.15333979961317,Centro,1590863026609,124216,6,1590862902393
-58.487131500783505,-37.15299262509156,Centro,1590862587115,2698832,6,1590859888283
-58.47873174548828,-37.15205654893596,Centro,1590859581209,843900,6,1590858737309
-58.48821321003159,-37.14968842418244,Centro,1590860970898,238088,6,1590860732810
-58.487690894116625,-37.151136869711436,Centro,1590857878,-1589265474515,6,1590856332393
-58.48416967379418,-37.15541338503144,Centro,1590864918896,7869250,6,1590857049646
-58.48758402365408,-37.152959907113825,Centro,1590867856942,1589276989258,6,1590867684
-58.48842849067669,-37.14981976959692,Centro,1590876427070,10316226,6,1590866110844
-58.489268491715386,-37.15421893455398,Centro,1590828110914,340548,6,1590827770366
-58.487098565398554,-37.1530280978925,Centro,1590884193571,12458784,6,1590871734787
-58.48740084631329,-37.15284311679149,Centro,1590930555151,1589339624747,6,1590930404
-58.48411590750011,-37.15494397085869,Centro,1590868686993,1821445,6,1590866865548
-58.484166788423614,-37.155246913480354,Centro,1590892138691,21456411,6,1590870682280
-58.48747255072465,-37.15284583333334,Centro,1590931605,115,6,1590931490
-58.48712965193,-37.15302927540643,Centro,1590956906,72172,6,1590884734
-58.48744381360651,-37.1529262609561,Centro,1590951843472,2322357,6,1590949521115
-58.487701337056116,-37.15131907217897,Centro,1590932161,311,6,1590931850
-58.487774625625,-37.151325854071395,Centro,1590936635228,1589345699029,6,1590936199
-58.48413103508688,-37.15554744376552,Centro,1590893685075,973978,6,1590892711097
-58.48410874375658,-37.15549168507874,Centro,1590936170676,40241498,6,1590895929178
-58.48414159342828,-37.155481074802246,Centro,1590956992948,17268935,6,1590939724013
-58.48712207038321,-37.1530265139377,Centro,1591010806482,1589419849544,6,1590956938
-58.48943034715446,-37.156472809057455,Centro,1591009259841,48594702,6,1590960665139
-58.48926104711013,-37.15430451411041,Centro,1590681747448,122601,6,1590681624847
-58.48727151217299,-37.15299587545239,Centro,1590758823955,1120645,6,1590757703310
-58.48412871464118,-37.155325941238296,Centro,1590975676203,17692195,6,1590957984008
-58.484149543151766,-37.15555652564945,Centro,1590982149578,5947227,6,1590976202351
